Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000205885.7	0.09	0.14	0.11	0.25	0.23	0.24	C1RL-AS1	chr12	lncRNA	C1RL antisense RNA 1
ENSG00000228010.6	0.01	0.02	0.04	0.03	0.05	0.04	AC073343.13	chr7	lncRNA	--
ENSG00000104413.18	0.09	0.14	0.07	0.25	0.18	0.13	ESRP1	chr8	protein_coding	epithelial splicing regulatory protein 1
ENSG00000115053.17	74.37	79.16	77.29	52.29	50.65	52.4	NCL	chr2	protein_coding	nucleolin
ENSG00000243130.8	0.01	0.0	0.0	0.0	0.0	0.0	PSG11	chr19	protein_coding	pregnancy specific beta-1-glycoprotein 11
ENSG00000229862.5	0.03	0.08	0.12	0.1	0.03	0.07	RP11-505P4.7	chr6	lncRNA	--
ENSG00000280614.1	17.95	0.52	0.38	0.14	0.14	46.52	CH507-513H4.4	chr21	lncRNA	--
ENSG00000258743.6	0.0	0.0	0.0	0.0	0.0	0.01	LINC02301	chr14	lncRNA	long intergenic non-protein coding RNA 2301
ENSG00000232862.5	0.0	0.0	0.0	0.03	0.0	0.0	RP4-665N4.4	chr1	transcribed_processed_pseudogene	--
ENSG00000282458.1	0.04	0.03	0.03	0.05	0.04	0.02	WASH5P	chr19	transcribed_processed_pseudogene	WASP family homolog 5, pseudogene
ENSG00000247934.4	0.04	0.06	0.03	0.07	0.05	0.1	RP11-967K21.1	chr12	lncRNA	--
ENSG00000254420.1	0.19	0.07	0.16	0.12	0.24	0.18	RP11-452H21.1	chr11	lncRNA	--
ENSG00000200873.1	0.0	0.0	0.0	0.0	0.23	0.0	RNA5SP399	chr15	rRNA_pseudogene	RNA, 5S ribosomal pseudogene 399
ENSG00000185721.13	30.59	29.64	30.0	17.58	15.55	17.39	DRG1	chr22	protein_coding	developmentally regulated GTP binding protein 1
ENSG00000225953.3	0.25	0.31	0.31	0.52	0.41	0.54	SATB2-AS1	chr2	lncRNA	SATB2 antisense RNA 1
ENSG00000124198.10	1.69	1.76	1.91	1.7	1.75	1.91	ARFGEF2	chr20	protein_coding	ADP ribosylation factor guanine nucleotide exchange factor 2
ENSG00000215472.10	383.83	388.76	405.33	334.58	316.63	304.28	RPL17-C18orf32	chr18	protein_coding	RPL17-C18orf32 readthrough
ENSG00000154620.6	0.51	0.34	0.21	0.41	0.5	0.45	TMSB4Y	chrY	protein_coding	thymosin beta 4 Y-linked
ENSG00000161939.19	17.01	17.88	17.78	20.01	18.28	17.29	RNASEK-C17orf49	chr17	protein_coding	RNASEK-C17orf49 readthrough
ENSG00000231977.1	0.1	0.0	0.0	0.0	0.0	0.0	RP5-963E22.4	chr20	lncRNA	--
ENSG00000182749.6	2.19	1.86	2.05	2.78	2.24	2.54	PAQR7	chr1	protein_coding	progestin and adipoQ receptor family member 7
ENSG00000058673.17	4.16	4.37	4.47	5.86	5.69	6.16	ZC3H11A	chr1	protein_coding	zinc finger CCCH-type containing 11A
ENSG00000270726.6_PAR_Y	0.0	0.04	0.03	0.0	0.0	0.0	AJ271736.10	chrY	lncRNA	--
ENSG00000235035.1	0.06	0.0	0.0	0.0	0.0	0.0	AC007395.3	chr2	lncRNA	--
ENSG00000166123.14	1.71	1.99	1.67	2.17	2.04	2.1	GPT2	chr16	protein_coding	glutamic--pyruvic transaminase 2
ENSG00000165730.16	0.22	0.19	0.22	0.24	0.27	0.29	STOX1	chr10	protein_coding	storkhead box 1
ENSG00000196096.3	0.0	0.0	0.0	0.02	0.03	0.0	SPAG16-DT	chr2	lncRNA	SPAG16 divergent transcript
ENSG00000250133.2	0.02	0.03	0.02	0.04	0.16	0.12	HOXC-AS2	chr12	lncRNA	HOXC cluster antisense RNA 2
ENSG00000165474.8	0.76	0.79	0.8	0.37	0.32	0.43	GJB2	chr13	protein_coding	gap junction protein beta 2
ENSG00000230337.1	0.76	0.84	0.31	0.78	0.45	0.49	EXOSC10-AS1	chr1	lncRNA	EXOSC10 antisense RNA 1
ENSG00000178177.16	0.41	0.36	0.4	0.57	0.64	0.67	LCORL	chr4	protein_coding	ligand dependent nuclear receptor corepressor like
ENSG00000261829.1	0.5	0.2	0.23	1.14	0.85	0.92	RP11-223I10.1	chr2	lncRNA	--
ENSG00000239393.1	0.0	0.0	0.0	0.0	0.08	0.0	CTD-2301A4.1	chr5	processed_pseudogene	--
ENSG00000164485.15	0.0	0.01	0.01	0.01	0.01	0.0	IL22RA2	chr6	protein_coding	interleukin 22 receptor subunit alpha 2
ENSG00000211451.12	0.35	0.26	0.26	0.32	0.37	0.39	GNRHR2	chr1	transcribed_unitary_pseudogene	gonadotropin releasing hormone receptor 2 (pseudogene)
ENSG00000272540.1	63.12	70.1	51.5	33.46	44.9	36.41	XXbac-BPG252P9.9	chr6	lncRNA	--
ENSG00000143633.13	3.03	2.88	3.05	3.04	3.44	3.37	C1orf131	chr1	protein_coding	chromosome 1 open reading frame 131
ENSG00000099822.3	10.47	10.16	10.46	24.22	22.69	22.74	HCN2	chr19	protein_coding	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2
ENSG00000218347.2	0.0	0.0	0.0	0.0	0.0	0.03	HNRNPA1P1	chr6	processed_pseudogene	heterogeneous nuclear ribonucleoprotein A1 pseudogene 1
ENSG00000277662.1	0.99	1.21	1.08	1.0	0.91	0.68	RP11-74J13.9	chr13	lncRNA	--
ENSG00000261404.7	0.0	0.0	0.01	0.0	0.0	0.0	PSMD7-DT	chr16	lncRNA	PSMD7 divergent transcript
ENSG00000237596.7	0.04	0.03	0.03	0.05	0.12	0.12	RP13-143G15.4	chr6	lncRNA	--
ENSG00000185958.10	0.0	0.0	0.0	0.0	0.01	0.0	FAM186A	chr12	protein_coding	family with sequence similarity 186 member A
ENSG00000215548.2	0.41	0.23	0.4	0.56	0.57	0.48	FRG1JP	chr9	unprocessed_pseudogene	FSHD region gene 1 family member J, pseudogene
ENSG00000243304.3	0.07	0.0	0.0	0.0	0.0	0.0	CTC-428G20.1	chr5	processed_pseudogene	--
ENSG00000266962.2	8.01	8.09	8.42	9.13	7.73	8.15	HSD17B1-AS1	chr17	lncRNA	HSD17B1 antisense RNA 1
ENSG00000007255.10	21.9	20.77	22.14	38.63	37.06	33.71	TRAPPC6A	chr19	protein_coding	trafficking protein particle complex subunit 6A
ENSG00000235946.1	0.0	0.0	0.0	0.0	0.0	0.05	H2BW3P	chrX	processed_pseudogene	H2B.W histone 3, pseudogene
ENSG00000180787.6	0.15	0.25	0.14	0.44	0.35	0.46	ZFP3	chr17	protein_coding	ZFP3 zinc finger protein
ENSG00000261801.6	0.11	0.1	0.09	0.13	0.12	0.12	LOXL1-AS1	chr15	lncRNA	LOXL1 antisense RNA 1
ENSG00000223356.1	0.13	0.07	0.11	0.3	0.25	0.0	RP11-66D17.5	chr1	lncRNA	--
ENSG00000137571.11	0.03	0.02	0.02	0.02	0.01	0.0	SLCO5A1	chr8	protein_coding	solute carrier organic anion transporter family member 5A1
ENSG00000197258.5	0.25	0.41	0.37	0.2	0.19	0.32	EIF4BP6	chr7	processed_pseudogene	eukaryotic translation initiation factor 4B pseudogene 6
ENSG00000283782.2	3.66	3.5	3.97	5.66	5.65	6.21	AC116366.7	chr5	protein_coding	--
ENSG00000140043.12	1.64	1.31	1.58	2.82	2.58	2.62	PTGR2	chr14	protein_coding	prostaglandin reductase 2
ENSG00000103199.14	1.25	1.27	1.21	1.58	1.52	1.38	ZNF500	chr16	protein_coding	zinc finger protein 500
ENSG00000143355.16	0.06	0.05	0.06	0.16	0.16	0.17	LHX9	chr1	protein_coding	LIM homeobox 9
ENSG00000198221.10	0.05	0.03	0.01	0.03	0.01	0.02	AFDN-DT	chr6	lncRNA	AFDN divergent transcript
ENSG00000254838.5	0.0	0.0	0.0	0.0	0.01	0.0	GVINP1	chr11	transcribed_unprocessed_pseudogene	GTPase, very large interferon inducible pseudogene 1
ENSG00000071889.17	5.12	4.73	5.52	7.12	5.95	5.69	FAM3A	chrX	protein_coding	FAM3 metabolism regulating signaling molecule A
ENSG00000212993.5	0.0	0.0	0.0	0.01	0.0	0.0	POU5F1B	chr8	protein_coding	POU class 5 homeobox 1B
ENSG00000166451.14	12.09	12.14	12.42	10.8	10.57	10.02	CENPN	chr16	protein_coding	centromere protein N
ENSG00000277634.1	0.0	0.0	0.0	0.0	0.29	0.0	Y_RNA	chr14	misc_RNA	--
ENSG00000137822.13	0.92	1.12	0.97	0.93	0.98	1.09	TUBGCP4	chr15	protein_coding	tubulin gamma complex associated protein 4
ENSG00000237978.6	0.01	0.0	0.02	0.01	0.0	0.04	KCNMB2-AS1	chr3	lncRNA	KCNMB2 antisense RNA 1
ENSG00000268129.1	1.75	1.4	1.5	1.64	1.48	1.49	RP11-91G21.1	chr3	lncRNA	--
ENSG00000267547.1	0.0	0.0	0.04	0.0	0.0	0.0	RP11-686D22.4	chr17	lncRNA	--
ENSG00000196993.8	0.12	0.1	0.07	0.27	0.29	0.32	NPIPB9	chr16	protein_coding	nuclear pore complex interacting protein family member B9
ENSG00000134905.17	5.98	6.51	6.07	4.08	4.07	4.02	CARS2	chr13	protein_coding	cysteinyl-tRNA synthetase 2, mitochondrial
ENSG00000187323.12	0.0	0.0	0.0	0.0	0.0	0.01	DCC	chr18	protein_coding	DCC netrin 1 receptor
ENSG00000013374.17	10.06	10.37	10.79	9.44	8.92	9.56	NUB1	chr7	protein_coding	negative regulator of ubiquitin like proteins 1
ENSG00000154485.5	0.05	0.04	0.02	0.04	0.03	0.05	MMP21	chr10	protein_coding	matrix metallopeptidase 21
ENSG00000010404.18	16.99	17.61	17.84	19.27	20.14	21.34	IDS	chrX	protein_coding	iduronate 2-sulfatase
ENSG00000269427.1	0.15	0.11	0.04	0.0	0.1	0.29	CTC-429P9.1	chr19	lncRNA	--
ENSG00000279932.1	0.04	0.0	0.03	0.0	0.0	0.0	RP11-349F21.2	chr8	lncRNA	--
ENSG00000256923.1	0.0	0.0	0.0	0.06	0.0	0.0	RP11-449P1.1	chr12	lncRNA	--
ENSG00000225419.1	0.0	0.0	0.0	0.0	0.0	0.16	RPL21P3	chr20	processed_pseudogene	ribosomal protein L21 pseudogene 3
ENSG00000170089.15	7.86	7.58	8.04	5.31	5.44	4.94	RP11-423H2.1	chr5	transcribed_unprocessed_pseudogene	--
ENSG00000179399.15	0.0	0.0	0.01	0.01	0.0	0.01	GPC5	chr13	protein_coding	glypican 5
ENSG00000211581.1	0.0	0.0	0.0	0.23	0.0	0.0	MIR765	chr1	miRNA	microRNA 765
ENSG00000178026.13	1.64	1.74	1.79	2.75	1.9	1.91	LRRC75B	chr22	protein_coding	leucine rich repeat containing 75B
ENSG00000199546.1	0.0	0.0	0.0	0.0	0.0	0.24	Y_RNA	chr3	misc_RNA	--
ENSG00000271734.1	0.17	0.0	0.0	0.06	0.06	0.06	RP1-111B22.3	chr6	lncRNA	--
ENSG00000131389.18	18.33	19.94	18.38	18.18	18.49	20.75	SLC6A6	chr3	protein_coding	solute carrier family 6 member 6
ENSG00000207870.1	0.0	0.0	0.21	0.0	0.24	0.71	MIR221	chrX	miRNA	microRNA 221
ENSG00000262119.1	0.0	0.0	0.01	0.04	0.02	0.09	RP11-483C6.1	chr14	lncRNA	--
ENSG00000285041.1	0.0	0.01	0.0	0.0	0.0	0.0	RP4-629B2.1	chr1	lncRNA	--
ENSG00000215190.9	0.91	0.62	1.05	1.44	1.21	1.14	LINC00680	chr6	transcribed_unprocessed_pseudogene	long intergenic non-protein coding RNA 680
ENSG00000134899.24	0.01	0.02	0.01	0.03	0.03	0.03	ERCC5	chr13	protein_coding	ERCC excision repair 5, endonuclease
ENSG00000279901.1	0.0	0.0	0.01	0.02	0.0	0.03	CTD-2270P14.2	chr16	TEC	--
ENSG00000099917.17	3.83	3.97	4.11	4.83	4.39	4.17	MED15	chr22	protein_coding	mediator complex subunit 15
ENSG00000170473.17	9.58	9.6	10.26	10.79	9.96	9.63	PYM1	chr12	protein_coding	PYM homolog 1, exon junction complex associated factor
ENSG00000142634.13	52.04	55.55	53.55	44.37	45.89	42.99	EFHD2	chr1	protein_coding	EF-hand domain family member D2
ENSG00000257599.3	0.02	0.03	0.03	0.03	0.03	0.02	OVCH1-AS1	chr12	lncRNA	OVCH1 antisense RNA 1
ENSG00000247240.8	0.36	0.42	0.36	0.38	0.41	0.64	UBL7-AS1	chr15	lncRNA	--
ENSG00000082515.18	7.75	7.22	7.64	6.39	6.67	7.1	MRPL22	chr5	protein_coding	mitochondrial ribosomal protein L22
ENSG00000026036.22	0.08	0.08	0.12	0.23	0.24	0.18	RTEL1-TNFRSF6B	chr20	protein_coding	RTEL1-TNFRSF6B readthrough (NMD candidate)
ENSG00000236091.1	0.03	0.13	0.1	0.08	0.11	0.05	LINC02243	chrX	lncRNA	long intergenic non-protein coding RNA 2243
ENSG00000266145.1	0.0	0.0	0.14	0.08	0.08	0.0	RHOT1P1	chr18	processed_pseudogene	ras homolog family member T1 pseudogene 1
ENSG00000165115.15	0.17	0.21	0.21	0.22	0.23	0.24	KIF27	chr9	protein_coding	kinesin family member 27
ENSG00000004846.17	0.04	0.04	0.07	0.25	0.28	0.24	ABCB5	chr7	protein_coding	ATP binding cassette subfamily B member 5
ENSG00000285287.1	0.0	0.0	0.07	0.0	0.0	0.0	RP11-643E14.2	chr9	unprocessed_pseudogene	--
ENSG00000266983.1	0.0	0.24	0.18	0.12	0.38	0.2	RANBP3-DT	chr19	lncRNA	RANBP3 divergent transcript
ENSG00000160191.18	0.5	0.35	0.38	1.04	0.99	0.98	PDE9A	chr21	protein_coding	phosphodiesterase 9A
ENSG00000204745.4	0.28	0.32	0.33	0.28	0.36	0.34	AC083899.3	chr2	unprocessed_pseudogene	--
ENSG00000160714.10	19.54	19.34	19.37	4.97	4.26	3.94	UBE2Q1	chr1	protein_coding	ubiquitin conjugating enzyme E2 Q1
ENSG00000243802.2	0.0	0.08	0.0	0.0	0.0	0.0	RP11-390K5.1	chr11	processed_pseudogene	--
ENSG00000242261.1	0.21	0.18	0.2	0.05	0.1	0.28	RP11-62J1.3	chr7	processed_pseudogene	--
ENSG00000256704.3	0.0	0.0	0.04	0.0	0.0	0.0	ENTR1P1	chr18	processed_pseudogene	ENTR1 pseudogene 1
ENSG00000274272.1	3.47	3.42	3.83	3.48	3.31	3.47	RP11-44M6.7	chr7	lncRNA	--
ENSG00000186187.12	2.19	2.21	2.53	3.33	3.08	3.18	ZNRF1	chr16	protein_coding	zinc and ring finger 1
ENSG00000224597.10	3.47	3.4	3.29	4.29	4.22	4.21	SVIL-AS1	chr10	transcribed_unprocessed_pseudogene	SVIL antisense RNA 1
ENSG00000231307.1	0.08	0.0	0.0	0.04	0.04	0.15	RPS3P2	chr20	processed_pseudogene	ribosomal protein S3 pseudogene 2
ENSG00000120256.11	0.28	0.37	0.27	0.4	0.35	0.38	LRP11	chr6	protein_coding	LDL receptor related protein 11
ENSG00000010810.17	0.41	0.31	0.34	0.24	0.28	0.24	FYN	chr6	protein_coding	FYN proto-oncogene, Src family tyrosine kinase
ENSG00000004864.14	14.27	14.25	13.48	9.82	9.14	10.23	SLC25A13	chr7	protein_coding	solute carrier family 25 member 13
ENSG00000138756.19	1.34	1.46	1.25	1.39	1.45	1.46	BMP2K	chr4	protein_coding	BMP2 inducible kinase
ENSG00000273153.1	0.0	0.12	0.09	0.32	0.11	0.21	RP11-406H21.2	chr10	lncRNA	--
ENSG00000233070.1	0.0	0.0	0.03	0.03	0.03	0.0	ZFY-AS1	chrY	lncRNA	ZFY antisense RNA 1
ENSG00000178882.15	0.01	0.0	0.0	0.01	0.0	0.02	RFLNA	chr12	protein_coding	refilin A
ENSG00000111247.15	4.66	4.78	4.59	4.46	4.89	5.01	RAD51AP1	chr12	protein_coding	RAD51 associated protein 1
ENSG00000224324.1	0.1	0.0	0.0	0.0	0.1	0.0	THAP5P1	chr7	processed_pseudogene	THAP domain containing 5 pseudogene 1
ENSG00000166004.15	0.43	0.64	0.57	0.71	0.82	0.7	CEP295	chr11	protein_coding	centrosomal protein 295
ENSG00000177483.12	0.0	0.01	0.01	0.04	0.01	0.01	RBM44	chr2	protein_coding	RNA binding motif protein 44
ENSG00000189357.9	0.0	0.0	0.0	0.01	0.0	0.0	SPATA31D4	chr9	protein_coding	SPATA31 subfamily D member 4
ENSG00000188869.13	0.01	0.02	0.0	0.0	0.0	0.0	TMC3	chr15	protein_coding	transmembrane channel like 3
ENSG00000216998.1	0.0	0.05	0.0	0.0	0.0	0.0	CYP2AC1P	chr6	unitary_pseudogene	cytochrome P450 family 2 subfamily AC member 1, pseudogene
ENSG00000066136.20	7.74	7.9	7.39	6.55	6.83	6.22	NFYC	chr1	protein_coding	nuclear transcription factor Y subunit gamma
ENSG00000189042.14	0.82	1.08	0.77	2.15	2.26	2.4	ZNF567	chr19	protein_coding	zinc finger protein 567
ENSG00000259442.1	0.0	0.0	0.0	0.0	0.0	0.02	RP11-752G15.8	chr15	lncRNA	--
ENSG00000130653.16	0.1	0.02	0.05	0.24	0.24	0.23	PNPLA7	chr9	protein_coding	patatin like phospholipase domain containing 7
ENSG00000260302.3	0.02	0.04	0.01	0.0	0.0	0.0	LINC01882	chr18	lncRNA	long intergenic non-protein coding RNA 1882
ENSG00000196547.15	2.01	2.04	2.06	3.13	2.9	2.85	MAN2A2	chr15	protein_coding	mannosidase alpha class 2A member 2
ENSG00000159792.10	5.29	5.48	4.83	5.56	5.0	4.83	PSKH1	chr16	protein_coding	protein serine kinase H1
ENSG00000165806.21	2.96	2.28	2.68	2.1	2.41	2.2	CASP7	chr10	protein_coding	caspase 7
ENSG00000260879.1	0.16	0.19	0.18	0.37	0.44	0.4	RP11-483I13.5	chr1	lncRNA	--
ENSG00000160961.12	0.15	0.13	0.09	0.28	0.31	0.29	ZNF333	chr19	protein_coding	zinc finger protein 333
ENSG00000259828.1	0.01	0.0	0.0	0.06	0.07	0.05	RP11-63E9.1	chr6	lncRNA	--
ENSG00000150477.15	0.14	0.1	0.17	0.16	0.14	0.13	KIAA1328	chr18	protein_coding	KIAA1328
ENSG00000122367.20	0.0	0.01	0.0	0.02	0.02	0.02	LDB3	chr10	protein_coding	LIM domain binding 3
ENSG00000096060.15	4.2	4.34	4.34	4.1	4.18	4.87	FKBP5	chr6	protein_coding	FKBP prolyl isomerase 5
ENSG00000068796.19	2.77	2.82	2.88	1.92	2.2	1.98	KIF2A	chr5	protein_coding	kinesin family member 2A
ENSG00000115484.15	137.23	144.87	137.86	66.12	62.83	65.13	CCT4	chr2	protein_coding	chaperonin containing TCP1 subunit 4
ENSG00000006015.18	6.82	7.09	7.41	8.66	7.44	7.62	REX1BD	chr19	protein_coding	required for excision 1-B domain containing
ENSG00000122884.13	9.01	9.48	9.59	4.13	4.12	4.26	P4HA1	chr10	protein_coding	prolyl 4-hydroxylase subunit alpha 1
ENSG00000255071.3	0.04	0.04	0.09	0.07	0.22	0.04	SAA2-SAA4	chr11	protein_coding	SAA2-SAA4 readthrough
ENSG00000259370.2	0.02	0.01	0.02	0.01	0.03	0.01	RP11-1069G10.1	chr15	lncRNA	--
ENSG00000248740.6	0.0	0.01	0.0	0.0	0.0	0.01	LINC02428	chr4	lncRNA	long intergenic non-protein coding RNA 2428
ENSG00000258968.2	0.0	0.0	0.0	0.0	0.0	0.07	RP11-829H16.5	chr14	processed_pseudogene	--
ENSG00000263235.1	0.31	0.31	0.35	0.32	0.2	0.25	RP11-461A8.4	chr16	lncRNA	--
ENSG00000287222.1	1.62	1.8	1.53	1.65	1.43	1.45	ABC12-46663800M24.2	chr8	lncRNA	--
ENSG00000267587.1	0.0	0.0	0.0	0.0	0.0	0.04	RP11-687F6.4	chr18	processed_pseudogene	--
ENSG00000184719.12	0.7	0.72	0.8	0.77	0.89	0.98	RNLS	chr10	protein_coding	renalase, FAD dependent amine oxidase
ENSG00000267834.1	0.11	0.06	0.09	0.32	0.16	0.32	RP11-167N5.5	chr9	lncRNA	--
ENSG00000187013.4	0.02	0.14	0.06	0.22	0.07	0.12	LINC02875	chr17	lncRNA	long intergenic non-protein coding RNA 2875
ENSG00000183935.5	0.27	0.25	0.33	0.35	0.61	0.51	HTR7P1	chr12	transcribed_processed_pseudogene	5-hydroxytryptamine receptor 7 pseudogene 1
ENSG00000286782.1	0.0	0.0	0.05	0.13	0.07	0.09	RP11-392A14.12	chr9	lncRNA	--
ENSG00000213730.3	0.0	0.0	0.0	0.0	0.08	0.0	POLD2P1	chr5	processed_pseudogene	DNA polymerase delta 2, accessory subunit pseudogene 1
ENSG00000255358.1	0.0	0.06	0.0	0.0	0.0	0.0	NDUFAF2P2	chr11	processed_pseudogene	NDUFAF2 pseudogene 2
ENSG00000273654.1	0.13	0.19	0.18	0.35	0.28	0.2	CTB-52I2.4	chr19	transcribed_processed_pseudogene	--
ENSG00000230707.2	0.11	0.14	0.09	0.04	0.05	0.09	RP11-364B14.3	chrX	protein_coding	--
ENSG00000142252.11	23.86	23.36	25.8	15.15	12.48	12.5	GEMIN7	chr19	protein_coding	gem nuclear organelle associated protein 7
ENSG00000267272.5	0.0	0.01	0.01	0.03	0.01	0.04	LINC01140	chr1	lncRNA	long intergenic non-protein coding RNA 1140
ENSG00000102119.12	34.67	34.31	32.07	31.76	28.61	29.45	EMD	chrX	protein_coding	emerin
ENSG00000255587.9	0.0	0.01	0.0	0.0	0.01	0.0	RAB44	chr6	protein_coding	RAB44, member RAS oncogene family
ENSG00000226465.3	0.43	0.17	0.49	0.81	0.75	0.45	RP13-401N8.1	chr20	lncRNA	--
ENSG00000258732.1	0.43	0.96	1.8	1.32	0.78	0.9	RP11-603B24.1	chr15	unprocessed_pseudogene	--
ENSG00000232316.2	0.0	0.0	0.0	0.0	0.0	0.14	LINC02518	chr6	lncRNA	long intergenic non-protein coding RNA 2518
ENSG00000280537.2	0.0	0.02	0.02	0.17	0.11	0.18	RP11-33O4.2	chr2	protein_coding	--
ENSG00000139926.16	0.76	0.95	0.71	0.72	0.72	0.76	FRMD6	chr14	protein_coding	FERM domain containing 6
ENSG00000272542.1	0.0	0.0	0.0	0.0	0.03	0.0	RP11-255P5.2	chr13	lncRNA	--
ENSG00000140265.13	0.66	0.63	0.52	1.85	1.7	2.02	ZSCAN29	chr15	protein_coding	zinc finger and SCAN domain containing 29
ENSG00000258788.3	1.14	2.26	0.98	0.88	0.67	0.44	CKS1BP1	chr14	processed_pseudogene	CDC28 protein kinase regulatory subunit 1B pseudogene 1
ENSG00000274816.1	0.0	0.0	0.0	0.41	0.42	0.41	MIR6772	chr16	miRNA	microRNA 6772
ENSG00000265139.1	0.0	0.11	0.0	0.0	0.2	0.1	RP11-227G15.2	chr17	lncRNA	--
ENSG00000180370.10	6.91	6.66	6.84	6.28	6.46	6.15	PAK2	chr3	protein_coding	p21 (RAC1) activated kinase 2
ENSG00000178226.11	0.15	0.14	0.15	0.05	0.06	0.04	PRSS36	chr16	protein_coding	serine protease 36
ENSG00000246350.1	0.02	0.0	0.03	0.09	0.01	0.05	RP5-1186N24.3	chr6	lncRNA	--
ENSG00000234817.2	0.01	0.0	0.03	0.03	0.07	0.07	ECI2-DT	chr6	lncRNA	ECI2 divergent transcript
ENSG00000215498.9	0.0	0.0	0.0	0.01	0.01	0.0	FAM230B	chr22	lncRNA	family with sequence similarity 230 member B
ENSG00000165792.18	10.25	9.94	10.24	11.95	10.73	11.45	METTL17	chr14	protein_coding	methyltransferase like 17
ENSG00000115282.21	3.9	3.91	4.08	5.27	4.94	4.88	TTC31	chr2	protein_coding	tetratricopeptide repeat domain 31
ENSG00000167785.9	0.45	0.45	0.51	1.55	1.54	1.58	ZNF558	chr19	protein_coding	zinc finger protein 558
ENSG00000161048.12	1.06	0.99	1.1	1.21	1.29	1.46	NAPEPLD	chr7	protein_coding	N-acyl phosphatidylethanolamine phospholipase D
ENSG00000168374.11	42.92	46.11	45.9	49.96	46.45	46.46	ARF4	chr3	protein_coding	ADP ribosylation factor 4
ENSG00000261253.2	0.3	0.71	0.55	0.64	1.04	0.65	AC137932.6	chr16	lncRNA	--
ENSG00000214756.8	2.26	2.0	2.14	2.15	1.91	1.94	CSKMT	chr11	protein_coding	citrate synthase lysine methyltransferase
ENSG00000127083.8	0.0	0.0	0.0	0.0	0.01	0.01	OMD	chr9	protein_coding	osteomodulin
ENSG00000177340.5	0.05	0.04	0.03	0.03	0.0	0.05	FLJ13224	chr12	lncRNA	--
ENSG00000148655.15	0.25	0.31	0.32	0.31	0.32	0.3	LRMDA	chr10	protein_coding	leucine rich melanocyte differentiation associated
ENSG00000206652.1	0.17	0.0	0.0	0.0	0.0	0.48	RNU1-1	chr1	snRNA	RNA, U1 small nuclear 1
ENSG00000251624.1	0.12	0.34	0.3	0.34	0.23	0.19	UNC93B7	chr4	unprocessed_pseudogene	unc-93 homolog B7 (pseudogene)
ENSG00000159733.14	0.19	0.21	0.28	0.27	0.32	0.38	ZFYVE28	chr4	protein_coding	zinc finger FYVE-type containing 28
ENSG00000262580.5	0.25	0.25	0.36	1.82	1.86	1.82	RP11-334C17.5	chr17	lncRNA	--
ENSG00000151665.13	4.64	4.56	4.87	4.96	4.77	4.5	PIGF	chr2	protein_coding	phosphatidylinositol glycan anchor biosynthesis class F
ENSG00000109689.19	1.1	1.06	1.22	1.07	0.89	1.02	STIM2	chr4	protein_coding	stromal interaction molecule 2
ENSG00000288675.1	0.31	0.27	0.38	0.64	0.54	0.33	PANO1	chr11	protein_coding	proapoptotic nucleolar protein 1
ENSG00000229721.3	0.09	0.0	0.0	0.0	0.0	0.0	RP11-252I14.1	chr5	processed_pseudogene	--
ENSG00000231137.1	0.0	0.0	0.0	0.02	0.0	0.0	RBM22P5	chr9	processed_pseudogene	RNA binding motif protein 22 pseudogene 5
ENSG00000176170.14	0.69	0.7	0.69	0.51	0.5	0.34	SPHK1	chr17	protein_coding	sphingosine kinase 1
ENSG00000162614.19	0.14	0.2	0.15	0.38	0.34	0.38	NEXN	chr1	protein_coding	nexilin F-actin binding protein
ENSG00000267052.3	0.0	0.0	0.0	0.04	0.03	0.04	CTB-30L5.1	chr7	lncRNA	--
ENSG00000171791.14	0.14	0.24	0.25	0.41	0.39	0.41	BCL2	chr18	protein_coding	BCL2 apoptosis regulator
ENSG00000113583.8	17.34	18.96	18.93	12.19	10.11	11.2	C5orf15	chr5	protein_coding	chromosome 5 open reading frame 15
ENSG00000092094.11	3.57	3.35	3.4	3.85	3.54	3.58	OSGEP	chr14	protein_coding	O-sialoglycoprotein endopeptidase
ENSG00000214279.13	0.04	0.04	0.04	0.04	0.03	0.06	SCART1	chr10	protein_coding	scavenger receptor family member expressed on T cells 1
ENSG00000231861.3	0.0	0.0	0.0	0.0	0.0	0.03	OR5K2	chr3	protein_coding	olfactory receptor family 5 subfamily K member 2
ENSG00000129515.20	12.33	14.27	12.35	7.52	7.91	8.23	SNX6	chr14	protein_coding	sorting nexin 6
ENSG00000153989.8	6.3	6.55	6.81	7.25	6.75	7.06	NUS1	chr6	protein_coding	NUS1 dehydrodolichyl diphosphate synthase subunit
ENSG00000250090.1	0.0	0.27	0.11	0.0	0.0	0.35	RP13-401N8.3	chr20	unprocessed_pseudogene	--
ENSG00000189223.15	0.03	0.07	0.07	0.1	0.09	0.07	PAX8-AS1	chr2	lncRNA	PAX8 antisense RNA 1
ENSG00000228952.1	0.44	1.1	0.86	0.85	0.98	1.28	LINC02041	chr3	lncRNA	long intergenic non-protein coding RNA 2041
ENSG00000288542.1	0.06	0.12	0.01	0.03	0.02	0.13	RP11-350A18.2	chr13	lncRNA	--
ENSG00000248429.5	0.02	0.03	0.01	0.03	0.01	0.02	FAM198B-AS1	chr4	lncRNA	--
