Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000142396.10	88	79	136	205	237	214	ERVK3-1	chr19	protein_coding	endogenous retrovirus group K3 member 1
ENSG00000276097.1	1	0	0	0	0	0	AC006538.8	chr19	lncRNA	--
ENSG00000107554.17	788	679	880	896	910	1004	DNMBP	chr10	protein_coding	dynamin binding protein
ENSG00000280120.1	133	124	215	172	136	171	RP11-546D6.3	chr12	TEC	--
ENSG00000213599.10	65	64	65	46	48	59	SLX1A-SULT1A3	chr16	lncRNA	SLX1A-SULT1A3 readthrough (NMD candidate)
ENSG00000230435.1	1	0	0	1	1	1	AC004160.4	chr7	lncRNA	--
ENSG00000152082.15	6620	5871	7705	7560	6712	6144	MZT2B	chr2	protein_coding	mitotic spindle organizing protein 2B
ENSG00000249252.5	2	0	0	0	3	1	C1QTNF7-AS1	chr4	lncRNA	C1QTNF7 antisense RNA 1
ENSG00000234394.8	0	0	0	1	0	0	RP11-561O23.5	chr9	lncRNA	--
ENSG00000261279.5	0	3	0	0	1	2	ULK4P1	chr15	transcribed_unprocessed_pseudogene	ULK4 pseudogene 1
ENSG00000280309.1	1	5	0	6	5	7	RP11-60L3.3	chr15	TEC	--
ENSG00000265168.1	36	24	28	12	11	9	RP11-192H23.5	chr17	lncRNA	--
ENSG00000197241.4	0	3	1	12	6	6	SLC2A7	chr1	protein_coding	solute carrier family 2 member 7
ENSG00000273165.1	1	2	0	0	1	0	RP11-1057B6.1	chr2	lncRNA	--
ENSG00000132561.14	345	317	357	414	405	456	MATN2	chr8	protein_coding	matrilin 2
ENSG00000137601.17	95	67	125	168	167	178	NEK1	chr4	protein_coding	NIMA related kinase 1
ENSG00000178585.15	201	166	226	259	270	260	CTNNBIP1	chr1	protein_coding	catenin beta interacting protein 1
ENSG00000203705.11	332	281	368	454	434	420	TATDN3	chr1	protein_coding	TatD DNase domain containing 3
ENSG00000286320.1	1	0	0	0	0	1	RP11-342I1.3	chr4	lncRNA	--
ENSG00000286559.1	1	0	0	0	1	0	RP11-25C13.1	chr18	lncRNA	--
ENSG00000279129.1	0	0	0	0	0	1	RP11-264L1.2	chr16	TEC	--
ENSG00000287129.1	0	0	0	1	4	3	RP11-335G13.1	chr2	lncRNA	--
ENSG00000280453.1	0	0	0	1	0	0	RP11-349F21.4	chr8	TEC	--
ENSG00000268509.2	0	0	1	1	0	0	RP11-572B2.1	chr3	lncRNA	--
ENSG00000133121.21	78	90	114	200	160	196	STARD13	chr13	protein_coding	StAR related lipid transfer domain containing 13
ENSG00000177733.7	5983	5457	7177	5886	5562	5518	HNRNPA0	chr5	protein_coding	heterogeneous nuclear ribonucleoprotein A0
ENSG00000230990.2	0	0	0	0	0	1	RP4-734C18.1	chr20	lncRNA	--
ENSG00000171916.17	0	1	1	0	1	0	LGALS9C	chr17	protein_coding	galectin 9C
ENSG00000205116.4	2	0	1	0	2	3	TMEM88B	chr1	protein_coding	transmembrane protein 88B
ENSG00000100523.16	270	281	345	534	530	553	DDHD1	chr14	protein_coding	DDHD domain containing 1
ENSG00000120697.10	761	757	912	803	704	738	ALG5	chr13	protein_coding	ALG5 dolichyl-phosphate beta-glucosyltransferase
ENSG00000164808.17	684	530	834	929	1039	1040	SPIDR	chr8	protein_coding	scaffold protein involved in DNA repair
ENSG00000225192.1	0	1	0	0	0	0	ZNF33BP1	chr10	processed_pseudogene	zinc finger protein 33B pseudogene 1
ENSG00000248144.6	83	46	71	264	171	186	ADH1C	chr4	protein_coding	alcohol dehydrogenase 1C (class I), gamma polypeptide
ENSG00000137266.15	515	523	702	700	636	641	SLC22A23	chr6	protein_coding	solute carrier family 22 member 23
ENSG00000101222.12	9	2	4	13	12	27	SPEF1	chr20	protein_coding	sperm flagellar 1
ENSG00000284730.2	0	0	0	0	2	0	TMDD1	chr12	protein_coding	transmembrane and death domain 1
ENSG00000176142.13	454	476	623	549	512	542	TMEM39A	chr3	protein_coding	transmembrane protein 39A
ENSG00000258342.2	1	0	0	0	0	0	RP11-116N8.1	chr14	lncRNA	--
ENSG00000131788.16	1007	951	1182	886	949	885	PIAS3	chr1	protein_coding	protein inhibitor of activated STAT 3
ENSG00000258778.2	1	0	0	0	0	0	EIF2S2P1	chr14	processed_pseudogene	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 1
ENSG00000013619.15	204	223	277	296	254	284	MAMLD1	chrX	protein_coding	mastermind like domain containing 1
ENSG00000234383.1	0	0	1	0	0	0	CTBP2P8	chr1	processed_pseudogene	CTBP2 pseudogene 8
ENSG00000117602.13	538	481	701	961	967	1022	RCAN3	chr1	protein_coding	RCAN family member 3
ENSG00000158869.11	2	1	1	8	11	3	FCER1G	chr1	protein_coding	Fc fragment of IgE receptor Ig
ENSG00000273674.5	3	2	0	2	2	1	CTD-2378E12.1	chr15	lncRNA	--
ENSG00000053747.17	336	405	454	722	673	709	LAMA3	chr18	protein_coding	laminin subunit alpha 3
ENSG00000165215.6	80	66	117	84	72	74	CLDN3	chr7	protein_coding	claudin 3
ENSG00000270190.1	0	0	0	1	1	0	RP11-803D5.4	chr2	lncRNA	--
ENSG00000103126.15	925	795	1130	1264	1239	1383	AXIN1	chr16	protein_coding	axin 1
ENSG00000179242.16	88	54	95	75	63	81	CDH4	chr20	protein_coding	cadherin 4
ENSG00000270587.1	0	0	2	0	0	5	RP11-51F16.9	chr17	processed_pseudogene	--
ENSG00000197429.11	124	94	124	172	151	187	IPP	chr1	protein_coding	intracisternal A particle-promoted polypeptide
ENSG00000205236.6	214	232	277	365	319	370	RP11-514P8.6	chr7	protein_coding	--
ENSG00000225693.1	0	1	2	0	2	0	LAGE3P1	chr9	processed_pseudogene	L antigen family member 3 pseudogene 1
ENSG00000249755.2	0	0	0	1	0	1	RP11-466G12.2	chr4	processed_pseudogene	--
ENSG00000166394.15	75	74	112	57	59	60	CYB5R2	chr11	protein_coding	cytochrome b5 reductase 2
ENSG00000179091.5	12727	11471	14815	8852	7900	7758	CYC1	chr8	protein_coding	cytochrome c1
ENSG00000185090.15	725	649	728	718	680	683	MANEAL	chr1	protein_coding	mannosidase endo-alpha like
ENSG00000258571.1	0	0	1	0	0	0	PTTG4P	chr14	processed_pseudogene	pituitary tumor-transforming 4 pseudogene
ENSG00000247345.2	2	0	5	2	4	3	RP11-266N13.2	chr5	lncRNA	--
ENSG00000253372.5	0	0	0	0	1	0	RP11-44N11.1	chr8	lncRNA	--
ENSG00000108175.18	1847	1768	2343	1560	1598	1706	ZMIZ1	chr10	protein_coding	zinc finger MIZ-type containing 1
ENSG00000109452.12	180	226	241	303	261	276	INPP4B	chr4	protein_coding	inositol polyphosphate-4-phosphatase type II B
ENSG00000185686.18	3258	3042	3898	3820	3607	3660	PRAME	chr22	protein_coding	PRAME nuclear receptor transcriptional regulator
ENSG00000222267.1	2	0	0	1	0	1	RNU6-892P	chr8	snRNA	RNA, U6 small nuclear 892, pseudogene
ENSG00000167850.4	8	2	1	0	4	2	CD300C	chr17	protein_coding	CD300c molecule
ENSG00000114999.8	1746	1701	2224	1354	1134	1294	TTL	chr2	protein_coding	tubulin tyrosine ligase
ENSG00000261839.1	0	3	1	6	1	3	RP1-265C24.8	chr6	lncRNA	--
ENSG00000146054.18	469	435	593	368	294	316	TRIM7	chr5	protein_coding	tripartite motif containing 7
ENSG00000276728.1	28	14	24	30	31	45	AC142472.6	chr17	lncRNA	--
ENSG00000269982.1	32	30	26	33	54	55	RP11-1020A11.2	chr3	lncRNA	--
ENSG00000185347.18	845	825	1027	510	456	469	TEDC1	chr14	protein_coding	tubulin epsilon and delta complex 1
ENSG00000235204.1	2	0	2	0	0	0	RP11-121A14.2	chr9	lncRNA	--
ENSG00000115380.20	263	252	330	582	611	579	EFEMP1	chr2	protein_coding	EGF containing fibulin extracellular matrix protein 1
ENSG00000287976.1	0	0	0	2	0	0	RP11-242F11.3	chr6	lncRNA	--
ENSG00000144847.13	104	80	150	175	179	152	IGSF11	chr3	protein_coding	immunoglobulin superfamily member 11
ENSG00000125971.17	326	290	368	467	423	429	DYNLRB1	chr20	protein_coding	dynein light chain roadblock-type 1
ENSG00000198353.8	101	106	125	124	116	111	HOXC4	chr12	protein_coding	homeobox C4
ENSG00000171103.11	535	474	677	705	640	643	TRMT61B	chr2	protein_coding	tRNA methyltransferase 61B
ENSG00000107018.8	2	3	1	1	2	10	RLN1	chr9	protein_coding	relaxin 1
ENSG00000168724.17	684	646	897	906	952	1041	DNAJC21	chr5	protein_coding	DnaJ heat shock protein family (Hsp40) member C21
ENSG00000275236.1	2	1	1	5	8	6	AC009120.11	chr16	lncRNA	--
ENSG00000225602.5	0	0	1	0	0	1	MTOR-AS1	chr1	lncRNA	MTOR antisense RNA 1
ENSG00000232830.5	1	0	0	0	0	0	RP11-144C15.1	chr3	processed_pseudogene	--
ENSG00000228423.2	0	0	0	0	0	1	RP4-633I8.4	chr1	lncRNA	--
ENSG00000140990.15	6087	5654	7207	5030	4587	4562	NDUFB10	chr16	protein_coding	NADH:ubiquinone oxidoreductase subunit B10
ENSG00000239300.6	0	1	0	0	0	1	RP11-400L8.2	chr2	lncRNA	--
ENSG00000074266.22	996	960	1230	906	794	858	EED	chr11	protein_coding	embryonic ectoderm development
ENSG00000259286.3	0	0	3	0	0	0	RP11-696L21.2	chr15	processed_pseudogene	--
ENSG00000261959.1	0	0	0	1	0	0	RP11-893F2.14	chr17	lncRNA	--
ENSG00000129455.15	0	2	1	0	0	0	KLK8	chr19	protein_coding	kallikrein related peptidase 8
ENSG00000115556.14	73	75	79	94	100	103	PLCD4	chr2	protein_coding	phospholipase C delta 4
ENSG00000198814.13	64	41	64	137	105	103	GK	chrX	protein_coding	glycerol kinase
ENSG00000287508.1	0	0	0	0	0	2	RP11-219B17.5	chr15	lncRNA	--
ENSG00000010165.20	1891	1657	2100	1519	1392	1473	EEF1AKNMT	chr1	protein_coding	--
ENSG00000267714.2	0	0	1	1	1	0	CTD-2540B15.6	chr19	lncRNA	--
ENSG00000189376.12	889	807	1144	1045	992	979	C8orf76	chr8	protein_coding	chromosome 8 open reading frame 76
ENSG00000103351.13	246	168	234	162	172	209	CLUAP1	chr16	protein_coding	clusterin associated protein 1
ENSG00000131584.19	552	472	660	956	891	900	ACAP3	chr1	protein_coding	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
ENSG00000250413.1	1	2	4	9	3	4	SLC2A9-AS1	chr4	lncRNA	SLC2A9 antisense RNA 1
ENSG00000256263.1	0	0	0	2	0	0	DDX11L8	chr12	unprocessed_pseudogene	DEAD/H-box helicase 11 like 8 (pseudogene)
ENSG00000179899.8	1	9	5	17	8	20	PHC1P1	chr12	processed_pseudogene	polyhomeotic homolog 1 pseudogene 1
ENSG00000158604.15	2334	2010	2844	2971	3076	2918	TMED4	chr7	protein_coding	transmembrane p24 trafficking protein 4
ENSG00000263753.8	241	275	366	722	687	741	LINC00667	chr18	lncRNA	long intergenic non-protein coding RNA 667
ENSG00000237027.1	0	0	0	1	0	0	RP11-16C18.3	chr6	lncRNA	--
ENSG00000249159.6	0	0	0	2	1	0	RP11-480D4.2	chr5	lncRNA	--
ENSG00000153914.16	849	862	1232	1359	1336	1283	SREK1	chr5	protein_coding	splicing regulatory glutamic acid and lysine rich protein 1
ENSG00000236679.2	0	4	4	4	2	3	RPL23AP24	chr1	processed_pseudogene	ribosomal protein L23a pseudogene 24
ENSG00000274751.1	3	0	3	12	7	6	LA16c-358B7.4	chr16	lncRNA	--
ENSG00000268896.1	0	0	0	0	0	1	RP11-256I23.1	chr2	lncRNA	--
ENSG00000268983.1	102	81	69	71	69	57	AC005253.4	chr19	lncRNA	--
ENSG00000104872.11	2014	1708	2315	1795	1578	1518	PIH1D1	chr19	protein_coding	PIH1 domain containing 1
ENSG00000011201.12	4	3	4	3	2	0	ANOS1	chrX	protein_coding	anosmin 1
ENSG00000105281.12	7929	7041	9190	12033	10989	11414	SLC1A5	chr19	protein_coding	solute carrier family 1 member 5
ENSG00000285404.1	166	152	169	167	140	192	LL22NC03-44A4.3	chr22	protein_coding	--
ENSG00000277693.2	7	8	8	7	13	26	AP003900.6	chr21	lncRNA	--
ENSG00000128585.18	1280	1205	1687	1334	1336	1493	MKLN1	chr7	protein_coding	muskelin 1
ENSG00000166140.17	635	486	720	470	563	501	ZFYVE19	chr15	protein_coding	zinc finger FYVE-type containing 19
ENSG00000271013.1	2	0	1	3	1	10	LRRC37A9P	chr17	processed_pseudogene	leucine rich repeat containing 37 member A9, pseudogene
ENSG00000252254.1	0	1	1	0	0	1	Y_RNA	chr1	misc_RNA	--
ENSG00000131797.12	111	117	131	282	242	233	CLUHP3	chr16	transcribed_unprocessed_pseudogene	clustered mitochondria homolog pseudogene 3
ENSG00000256982.2	0	0	0	0	3	0	CTD-2555A7.2	chr16	lncRNA	--
ENSG00000167995.17	45034	41085	47495	30619	39961	33898	BEST1	chr11	protein_coding	bestrophin 1
ENSG00000166289.6	174	206	209	141	87	92	PLEKHF1	chr19	protein_coding	pleckstrin homology and FYVE domain containing 1
ENSG00000105694.3	0	1	0	0	0	0	ELOCP28	chr19	processed_pseudogene	elongin C pseudogene 28
ENSG00000208036.1	1	0	1	2	3	2	MIR106B	chr7	miRNA	microRNA 106b
ENSG00000057149.16	8	5	17	8	11	8	SERPINB3	chr18	protein_coding	serpin family B member 3
ENSG00000203546.7	43	46	58	55	55	85	RP11-176H8.1	chr14	protein_coding	--
ENSG00000243885.1	0	0	0	2	1	0	RP11-278L15.2	chr3	lncRNA	--
ENSG00000154813.10	757	763	861	1423	1406	1501	DPH3	chr3	protein_coding	diphthamide biosynthesis 3
ENSG00000280287.1	6	5	3	4	10	10	RP13-554M15.7	chr12	TEC	--
ENSG00000180398.13	5565	5194	6639	7170	7223	7940	MCFD2	chr2	protein_coding	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit
ENSG00000112308.13	2025	1900	2258	2041	2058	2087	C6orf62	chr6	protein_coding	chromosome 6 open reading frame 62
ENSG00000211696.2	1	0	0	0	0	0	TRGV8	chr7	TR_V_gene	T cell receptor gamma variable 8
ENSG00000147854.17	565	542	727	927	981	958	UHRF2	chr9	protein_coding	ubiquitin like with PHD and ring finger domains 2
ENSG00000267340.1	1	0	0	1	0	1	RP11-242D8.3	chr17	processed_pseudogene	--
ENSG00000130822.16	2	2	2	3	5	5	PNCK	chrX	protein_coding	pregnancy up-regulated nonubiquitous CaM kinase
ENSG00000100304.13	1495	1541	1829	1243	1100	1316	TTLL12	chr22	protein_coding	tubulin tyrosine ligase like 12
ENSG00000279762.3	22	12	11	7	9	18	RP11-227G15.12	chr17	lncRNA	--
ENSG00000286194.1	1	2	0	1	1	2	RP11-848P1.10	chr17	lncRNA	--
ENSG00000271537.1	0	1	0	0	0	1	RP11-365F18.6	chr7	processed_pseudogene	--
ENSG00000230423.3	0	0	0	0	0	1	XX-C2158C12.2	chr6	lncRNA	--
ENSG00000231952.3	12	10	11	28	19	17	DPY19L1P2	chr7	unprocessed_pseudogene	DPY19L1 pseudogene 2
ENSG00000206072.13	9	0	6	1	1	3	SERPINB11	chr18	protein_coding	serpin family B member 11
ENSG00000264548.1	10	2	6	52	30	34	RP13-516M14.2	chr17	lncRNA	--
ENSG00000172053.18	3888	3300	4440	4152	4052	3899	QARS1	chr3	protein_coding	glutaminyl-tRNA synthetase 1
ENSG00000144057.15	143	123	195	274	295	268	ST6GAL2	chr2	protein_coding	ST6 beta-galactoside alpha-2,6-sialyltransferase 2
ENSG00000265799.1	0	0	2	0	0	0	RP11-387H17.6	chr17	lncRNA	--
ENSG00000080200.10	308	314	399	513	532	525	CRYBG3	chr3	protein_coding	crystallin beta-gamma domain containing 3
ENSG00000236969.2	8	3	7	6	4	2	GGT8P	chr2	unprocessed_pseudogene	gamma-glutamyltransferase 8 pseudogene
ENSG00000179058.7	0	2	0	4	4	2	C9orf50	chr9	protein_coding	chromosome 9 open reading frame 50
ENSG00000286546.1	0	0	0	0	2	0	RP5-841K13.1	chr20	lncRNA	--
ENSG00000136709.12	1747	1569	2115	1828	1936	2049	WDR33	chr2	protein_coding	WD repeat domain 33
ENSG00000103035.11	4340	4009	5297	4429	4155	4480	PSMD7	chr16	protein_coding	proteasome 26S subunit, non-ATPase 7
ENSG00000234678.2	408	298	361	402	362	434	ELF3-AS1	chr1	lncRNA	ELF3 antisense RNA 1
ENSG00000244414.7	41	34	50	227	188	226	CFHR1	chr1	protein_coding	complement factor H related 1
ENSG00000039600.11	0	0	0	1	1	1	SOX30	chr5	protein_coding	SRY-box transcription factor 30
ENSG00000137033.12	0	0	0	5	2	2	IL33	chr9	protein_coding	interleukin 33
ENSG00000272970.3	7	4	13	10	15	11	RP11-329B9.4	chr3	lncRNA	--
ENSG00000213967.11	26	24	17	27	31	25	ZNF726	chr19	protein_coding	zinc finger protein 726
ENSG00000129680.16	412	415	499	359	322	313	MAP7D3	chrX	protein_coding	MAP7 domain containing 3
ENSG00000167842.16	524	461	660	942	812	877	MIS12	chr17	protein_coding	MIS12 kinetochore complex component
ENSG00000185758.9	0	0	0	0	0	1	CLDN24	chr4	protein_coding	claudin 24
ENSG00000287125.1	23	10	8	8	15	5	RP11-568J23.10	chr16	lncRNA	--
ENSG00000234789.1	3	0	3	1	0	0	RP11-483H20.4	chr9	lncRNA	--
ENSG00000239789.6	296	303	387	322	297	269	MRPS17	chr7	protein_coding	mitochondrial ribosomal protein S17
ENSG00000165355.7	298	296	348	393	405	386	FBXO33	chr14	protein_coding	F-box protein 33
ENSG00000163874.11	497	439	667	841	807	741	ZC3H12A	chr1	protein_coding	zinc finger CCCH-type containing 12A
ENSG00000106328.10	3	1	1	2	2	2	FSCN3	chr7	protein_coding	fascin actin-bundling protein 3
ENSG00000241627.3	0	1	2	0	0	1	UBQLN4P1	chr3	processed_pseudogene	ubiquilin 4 pseudogene 1
ENSG00000278233.1	2	0	1	0	0	6	RNA5-8SN2	chr21	rRNA	RNA, 5.8S ribosomal N2
ENSG00000250444.1	0	0	1	0	0	0	CCT5P1	chr5	processed_pseudogene	chaperonin containing TCP1 subunit 5 pseudogene 1
ENSG00000166971.17	677	591	794	698	796	883	AKTIP	chr16	protein_coding	AKT interacting protein
ENSG00000074695.6	2006	2020	2501	1781	1652	1935	LMAN1	chr18	protein_coding	lectin, mannose binding 1
ENSG00000116539.14	570	495	587	850	901	1052	ASH1L	chr1	protein_coding	ASH1 like histone lysine methyltransferase
ENSG00000135829.17	5951	5476	7045	4393	4436	4785	DHX9	chr1	protein_coding	DExH-box helicase 9
ENSG00000134343.14	0	0	2	1	1	0	ANO3	chr11	protein_coding	anoctamin 3
ENSG00000285672.1	0	0	0	0	0	2	RP11-569D9.7	chr13	lncRNA	--
ENSG00000285943.1	219	191	256	169	159	220	RP11-553D4.3	chr3	protein_coding	--
ENSG00000264215.1	2	0	0	0	0	0	RP11-283C24.1	chr17	lncRNA	--
ENSG00000197448.14	3738	3217	4420	3807	3464	3323	GSTK1	chr7	protein_coding	glutathione S-transferase kappa 1
ENSG00000259353.1	0	0	1	0	0	0	RP11-30K9.5	chr15	lncRNA	--
ENSG00000152578.13	0	1	0	0	0	0	GRIA4	chr11	protein_coding	glutamate ionotropic receptor AMPA type subunit 4
ENSG00000189001.11	70	54	58	40	28	32	SBSN	chr19	protein_coding	suprabasin
ENSG00000107937.19	2704	2675	3323	2575	2483	2654	GTPBP4	chr10	protein_coding	GTP binding protein 4
ENSG00000205456.11	6	4	8	18	19	17	TP53TG3D	chr16	protein_coding	TP53 target 3D
ENSG00000232208.2	5	6	8	5	8	2	RP3-477M7.5	chr1	processed_pseudogene	--
ENSG00000260170.1	1538	1330	1620	1747	1873	2005	RP11-96O20.4	chr15	protein_coding	--
ENSG00000251562.8	2113	2078	3326	10198	10192	13200	MALAT1	chr11	lncRNA	metastasis associated lung adenocarcinoma transcript 1
ENSG00000130707.18	514	441	568	1383	1419	1338	ASS1	chr9	protein_coding	argininosuccinate synthase 1
ENSG00000234268.1	15	7	10	11	8	14	AP000936.1	chr11	processed_pseudogene	--
ENSG00000268686.2	2	0	3	20	19	15	AC010524.2	chr19	lncRNA	--
ENSG00000276612.3	1	2	0	0	1	0	CH507-9B2.4	chr21	protein_coding	--
ENSG00000168096.15	683	689	907	940	809	911	ANKS3	chr16	protein_coding	ankyrin repeat and sterile alpha motif domain containing 3
ENSG00000143365.19	4	5	3	14	5	6	RORC	chr1	protein_coding	RAR related orphan receptor C
ENSG00000286352.1	2	0	1	2	5	2	RP11-632N2.1	chr3	lncRNA	--
ENSG00000105613.10	45	44	87	90	66	70	MAST1	chr19	protein_coding	microtubule associated serine/threonine kinase 1
ENSG00000040199.18	647	507	677	742	751	787	PHLPP2	chr16	protein_coding	PH domain and leucine rich repeat protein phosphatase 2
ENSG00000145337.5	1914	1788	2330	2408	2356	2387	PYURF	chr4	protein_coding	PIGY upstream open reading frame
ENSG00000176273.15	472	527	665	386	294	362	SLC35G1	chr10	protein_coding	solute carrier family 35 member G1
ENSG00000078808.19	3506	3121	4123	4669	4292	4445	SDF4	chr1	protein_coding	stromal cell derived factor 4
ENSG00000206612.1	0	0	0	1	0	1	SNORA2A	chr12	snoRNA	small nucleolar RNA, H/ACA box 2A
ENSG00000275371.1	1	0	0	0	0	0	RP11-455F5.6	chr16	lncRNA	--
ENSG00000079482.14	70	62	69	116	121	144	OPHN1	chrX	protein_coding	oligophrenin 1
ENSG00000257315.3	0	0	0	1	0	1	ZBED6	chr1	protein_coding	zinc finger BED-type containing 6
ENSG00000173366.11	685	617	819	518	422	453	RP11-330H6.5	chr3	protein_coding	--
ENSG00000136122.18	268	293	370	314	299	361	BORA	chr13	protein_coding	BORA aurora kinase A activator
ENSG00000113924.12	4171	2989	4476	6577	6048	6034	HGD	chr3	protein_coding	homogentisate 1,2-dioxygenase
ENSG00000285367.1	0	0	0	1	0	0	RP11-437L7.2	chr16	lncRNA	--
ENSG00000092853.14	514	479	673	335	310	339	CLSPN	chr1	protein_coding	claspin
ENSG00000236889.1	0	0	0	0	0	2	RP11-38J22.1	chr1	lncRNA	--
ENSG00000065978.19	30967	28893	36436	32716	32101	32869	YBX1	chr1	protein_coding	Y-box binding protein 1
ENSG00000197329.12	140	95	149	159	185	182	PELI1	chr2	protein_coding	pellino E3 ubiquitin protein ligase 1
ENSG00000279500.1	0	1	1	0	3	1	RP11-21K12.2	chr12	TEC	--
ENSG00000101346.14	1886	1811	2214	1988	1898	1958	POFUT1	chr20	protein_coding	protein O-fucosyltransferase 1
ENSG00000007520.4	2395	2102	2784	2594	2555	2292	TSR3	chr16	protein_coding	TSR3 ribosome maturation factor
ENSG00000199890.1	1	0	0	0	0	0	Y_RNA	chr1	misc_RNA	--
ENSG00000279419.1	4	2	1	14	8	7	RP5-907C10.3	chr7	TEC	--
ENSG00000258068.2	0	0	0	0	0	1	RP11-328C8.5	chr12	lncRNA	--
ENSG00000225462.1	0	0	2	0	0	0	FDPSP1	chr1	processed_pseudogene	farnesyl diphosphate synthase pseudogene 1
ENSG00000244171.4	0	0	3	0	1	0	PBX2P1	chr3	processed_pseudogene	PBX homeobox 2 pseudogene 1
ENSG00000256928.1	17	23	22	11	11	5	RP11-809N8.2	chr11	lncRNA	--
ENSG00000229023.1	0	0	1	0	0	0	RAB1AP1	chr2	processed_pseudogene	RAB1A pseudogene 1
ENSG00000164068.16	624	496	645	621	570	585	RNF123	chr3	protein_coding	ring finger protein 123
ENSG00000232630.1	0	0	2	0	2	0	PRPS1P2	chr9	processed_pseudogene	phosphoribosyl pyrophosphate synthetase 1 pseudogene 2
ENSG00000241582.1	1	0	1	3	0	0	RPL23AP8	chr14	processed_pseudogene	ribosomal protein L23a pseudogene 8
ENSG00000143158.11	3539	2987	4210	4394	4121	3855	MPC2	chr1	protein_coding	mitochondrial pyruvate carrier 2
ENSG00000146267.12	84	95	105	103	99	91	FAXC	chr6	protein_coding	failed axon connections homolog, metaxin like GST domain containing
ENSG00000225408.1	0	0	0	1	1	0	RP11-207C16.4	chr9	lncRNA	--
ENSG00000106327.13	81	96	103	122	95	106	TFR2	chr7	protein_coding	transferrin receptor 2
ENSG00000232748.3	67	56	76	50	49	34	RP11-196G11.6	chr16	lncRNA	--
ENSG00000130402.13	37199	35085	44839	38244	36577	37006	ACTN4	chr19	protein_coding	actinin alpha 4
ENSG00000269161.1	0	0	0	2	0	0	CTD-3131K8.3	chr19	lncRNA	--
ENSG00000286710.1	1	3	1	3	3	6	WI2-933P11.2	chr7	lncRNA	--
ENSG00000263602.1	0	0	1	0	1	1	MIR3185	chr17	miRNA	microRNA 3185
ENSG00000109906.15	0	0	0	0	0	1	ZBTB16	chr11	protein_coding	zinc finger and BTB domain containing 16
ENSG00000115008.6	1	3	1	4	2	6	IL1A	chr2	protein_coding	interleukin 1 alpha
ENSG00000082458.12	113	124	173	217	227	258	DLG3	chrX	protein_coding	discs large MAGUK scaffold protein 3
ENSG00000251867.4	4	1	7	46	34	29	RP11-48B3.5	chr8	lncRNA	--
ENSG00000255946.1	0	0	0	0	1	0	RP11-173P15.7	chr12	lncRNA	--
ENSG00000279901.1	0	0	1	1	0	2	CTD-2270P14.2	chr16	TEC	--
ENSG00000250376.1	0	0	3	0	1	1	CTD-2005D20.1	chr4	unprocessed_pseudogene	--
ENSG00000213169.3	0	0	0	0	1	0	RP11-393N4.2	chr3	processed_pseudogene	--
ENSG00000224272.2	0	0	0	2	2	3	AC114730.3	chr2	lncRNA	--
ENSG00000268940.6	6	4	13	3	4	9	CT45A1	chrX	protein_coding	cancer/testis antigen family 45 member A1
ENSG00000228606.3	5	11	9	10	3	9	RP11-574F21.2	chr1	lncRNA	--
ENSG00000164241.14	62	56	76	102	119	90	C5orf63	chr5	protein_coding	chromosome 5 open reading frame 63
ENSG00000187510.11	0	0	1	0	1	0	PLEKHG7	chr12	protein_coding	pleckstrin homology and RhoGEF domain containing G7
ENSG00000240535.8	0	0	1	0	0	0	CTD-2313F11.1	chr5	lncRNA	--
